------------------------------
614e5c1f                                 littlefs-reg2mem.bc                                                        
dh_priv_encode: dh_priv_encode '==0
vpaes_set_encrypt_key: vpaes_set_encrypt_key >=0
bn_to_asn1_string: bn_to_asn1_string emptyset
constant_time_is_zero: constant_time_is_zero emptyset
OBJ_obj2nid: OBJ_obj2nid emptyset
EVP_aes_128_wrap_pad: EVP_aes_128_wrap_pad emptyset
ec_GF2m_simple_group_get_curve: ec_GF2m_simple_group_get_curve '==0
EVP_aes_128_wrap: EVP_aes_128_wrap emptyset
test_r4_cipher: test_r4_cipher <0
s2i_ASN1_INTEGER: s2i_ASN1_INTEGER >0
BIO_up_ref: BIO_up_ref '==0
SHA512_Update: SHA512_Update emptyset
EC_KEY_dup: EC_KEY_dup emptyset
X509_CRL_get_lastUpdate: X509_CRL_get_lastUpdate emptyset
eckey_priv_decode: eckey_priv_decode '==0
X509_VERIFY_PARAM_get0_peername: X509_VERIFY_PARAM_get0_peername emptyset
RSA_meth_set1_name: RSA_meth_set1_name '==0
DSO_METHOD_openssl: DSO_METHOD_openssl emptyset
OBJ_ln2nid: OBJ_ln2nid '==0
PKCS12_pack_p7encdata: PKCS12_pack_p7encdata emptyset
CONF_imodule_get_usr_data: CONF_imodule_get_usr_data emptyset
BIO_snprintf: BIO_snprintf emptyset
EVP_rc4: EVP_rc4 emptyset
OSSL_STORE_unregister_loader: OSSL_STORE_unregister_loader '==0
BLAKE2s_Init: BLAKE2s_Init emptyset
BN_bin2bn: BN_bin2bn <=0
BIO_closesocket: BIO_closesocket '==0
BIO_indent: BIO_indent '==0
EVP_des_ede3: EVP_des_ede3 emptyset
EVP_sha256: EVP_sha256 emptyset
X509_ATTRIBUTE_create_by_OBJ: X509_ATTRIBUTE_create_by_OBJ emptyset
EVP_sha512_224: EVP_sha512_224 emptyset
bio_nread: bio_nread <=0
ERR_load_UI_strings: ERR_load_UI_strings emptyset
PKCS12_SAFEBAG_get0_pkcs8: PKCS12_SAFEBAG_get0_pkcs8 emptyset
BN_GF2m_add: BN_GF2m_add '==0
CRYPTO_gcm128_decrypt: CRYPTO_gcm128_decrypt <0
pkey_sm2_encrypt: pkey_sm2_encrypt <=0
EVP_DecryptFinal_ex: EVP_DecryptFinal_ex '==0
SCT_get_timestamp: SCT_get_timestamp emptyset
x448_int: x448_int emptyset
EC_KEY_get_flags: EC_KEY_get_flags emptyset
EC_KEY_print_fp: EC_KEY_print_fp '==0
dh_cmp_parameters: dh_cmp_parameters emptyset
EVP_PKEY_CTX_hex2ctrl: EVP_PKEY_CTX_hex2ctrl '==0
EVP_PKEY_param_check: EVP_PKEY_param_check <=0
ossl_ecdsa_sign_sig: ossl_ecdsa_sign_sig <0
RSA_private_encrypt: RSA_private_encrypt <=0
ERR_load_TS_strings: ERR_load_TS_strings emptyset
OBJ_nid2sn: OBJ_nid2sn '==0
ERR_load_DSO_strings: ERR_load_DSO_strings emptyset
ERR_load_RSA_strings: ERR_load_RSA_strings emptyset
EVP_CIPHER_meth_set_iv_length: EVP_CIPHER_meth_set_iv_length emptyset
CRYPTO_THREAD_lock_new: CRYPTO_THREAD_lock_new <=0
pmeth_cmp: pmeth_cmp emptyset
PKCS7_dataFinal: PKCS7_dataFinal '==0
EVP_CIPHER_CTX_original_iv: EVP_CIPHER_CTX_original_iv emptyset
ERR_load_X509V3_strings: ERR_load_X509V3_strings emptyset
BIO_number_read: BIO_number_read emptyset
engine_unlocked_finish: engine_unlocked_finish <=0
X509_NAME_print_ex: X509_NAME_print_ex <=0
sha512_224_init: sha512_224_init emptyset
RSA_set0_multi_prime_params: RSA_set0_multi_prime_params '==0
ERR_load_PKCS7_strings: ERR_load_PKCS7_strings emptyset
getservbyname: getservbyname '==0
BN_GF2m_mod_div: BN_GF2m_mod_div '==0
bn_i2c: bn_i2c <0
sk_POLICYQUALINFO_push: sk_POLICYQUALINFO_push <0
OBJ_NAME_init: OBJ_NAME_init '==0
EC_GFp_nistz256_method: EC_GFp_nistz256_method emptyset
ssl3_cbc_record_digest_supported: ssl3_cbc_record_digest_supported emptyset
pkey_rsa_encrypt: pkey_rsa_encrypt <0
EVP_MD_CTX_reset: EVP_MD_CTX_reset emptyset
EVP_PKEY_sign: EVP_PKEY_sign <=0
EVP_CIPHER_meth_new: EVP_CIPHER_meth_new <=0
sh_find_my_buddy: sh_find_my_buddy emptyset
ec_GFp_simple_cmp: ec_GFp_simple_cmp <0
EVP_PKEY_asn1_new: EVP_PKEY_asn1_new '==0
ERR_load_CT_strings: ERR_load_CT_strings emptyset
aria_gcm_cipher: aria_gcm_cipher <0
EC_GROUP_get0_generator: EC_GROUP_get0_generator <0
RAND_priv_bytes: RAND_priv_bytes <=0
openssl_strerror_r: openssl_strerror_r '==0
OPENSSL_LH_retrieve: OPENSSL_LH_retrieve emptyset
DES_check_key_parity: DES_check_key_parity '==0
nbiof_new: nbiof_new '==0
ASN1_PRINTABLE_type: ASN1_PRINTABLE_type emptyset
asn1_enc_restore: asn1_enc_restore '==0
test_BN_eq_word: test_BN_eq_word emptyset
sock_free: sock_free '==0
fdopen: fdopen '==0
sk_reserve: sk_reserve '==0
ASYNC_WAIT_CTX_get_changed_fds: ASYNC_WAIT_CTX_get_changed_fds emptyset
ossl_strtouint64: ossl_strtouint64 emptyset
EVP_PKEY_bits: EVP_PKEY_bits '==0
EVP_aes_256_wrap: EVP_aes_256_wrap emptyset
BIO_socket_ioctl: BIO_socket_ioctl <0
ENGINE_get_first: ENGINE_get_first emptyset
EVP_DigestInit: EVP_DigestInit <=0
X509_certificate_type: X509_certificate_type emptyset
DSA_meth_get0_name: DSA_meth_get0_name emptyset
ec_group_simple_order_bits: ec_group_simple_order_bits '==0
pthread_setspecific: pthread_setspecific '==0
i2r_ocsp_nonce: i2r_ocsp_nonce '==0
cms_Data_create: cms_Data_create emptyset
EC_POINT_is_on_curve: EC_POINT_is_on_curve '==0
ecp_nistz256_mult_precompute: ecp_nistz256_mult_precompute '==0
EVP_PKEY_asn1_find_str: EVP_PKEY_asn1_find_str emptyset
EC_GROUP_get_ecpkparameters: EC_GROUP_get_ecpkparameters '==0
ERR_load_CRYPTO_strings: ERR_load_CRYPTO_strings emptyset
aria_gcm_tls_cipher: aria_gcm_tls_cipher <=0
BN_GENCB_get_arg: BN_GENCB_get_arg emptyset
pkey_ec_verify: pkey_ec_verify <0
openssl_lh_strcasehash: openssl_lh_strcasehash emptyset
ENGINE_register_all_complete: ENGINE_register_all_complete emptyset
TS_MSG_IMPRINT_print_bio: TS_MSG_IMPRINT_print_bio emptyset
pkey_ecd_digestsign25519: pkey_ecd_digestsign25519 '==0
openssl_init_fork_handlers: openssl_init_fork_handlers emptyset
TS_RESP_CTX_set_accuracy: TS_RESP_CTX_set_accuracy '==0
ASN1_TIME_adj: ASN1_TIME_adj <=0
rand_drbg_restart: rand_drbg_restart '==0
ENGINE_set_name: ENGINE_set_name '==0
SHA256_Init: SHA256_Init emptyset
engine_list_add: engine_list_add '==0
EVP_ENCODE_CTX_new: EVP_ENCODE_CTX_new >=0
ENGINE_get_ctrl_function: ENGINE_get_ctrl_function emptyset
CRYPTO_new_ex_data: CRYPTO_new_ex_data '==0
asn1_string_to_bn: asn1_string_to_bn emptyset
getrn: getrn emptyset
i2r_ADMISSION_SYNTAX: i2r_ADMISSION_SYNTAX <0
OPENSSL_init_crypto: OPENSSL_init_crypto '==0
mmap: mmap '==0
CRYPTO_128_unwrap_pad: CRYPTO_128_unwrap_pad '==0
X509_set1_notAfter: X509_set1_notAfter '==0
rsa_pss_get_param: rsa_pss_get_param emptyset
v2i_GENERAL_NAMES: v2i_GENERAL_NAMES <0
BN_bn2binpad: BN_bn2binpad <=0
ossl_tolower: ossl_tolower emptyset
X509_STORE_CTX_get_error_depth: X509_STORE_CTX_get_error_depth emptyset
EC_GROUP_method_of: EC_GROUP_method_of emptyset
open: open <=0
DH_set_length: DH_set_length emptyset
EVP_rc2_64_cbc: EVP_rc2_64_cbc emptyset
oid_module_init: oid_module_init '==0
check_purpose_smime_sign: check_purpose_smime_sign '==0
nsseq_cb: nsseq_cb emptyset
EVP_get_pw_prompt: EVP_get_pw_prompt emptyset
BIO_new: BIO_new <=0
gf_isr: gf_isr emptyset
todigit: todigit '==0
X509_LOOKUP_by_issuer_serial: X509_LOOKUP_by_issuer_serial '==0
c2i_ASN1_BIT_STRING: c2i_ASN1_BIT_STRING <0
ssl3_enc: ssl3_enc '==0
RAND_DRBG_bytes: RAND_DRBG_bytes '==0
fputc: fputc <0
ERR_get_state: ERR_get_state <=0
ossl_store_register_loader_int: ossl_store_register_loader_int '==0
CRYPTO_DOWN_REF: CRYPTO_DOWN_REF emptyset
pthread_getspecific: pthread_getspecific '==0
SMIME_write_ASN1: SMIME_write_ASN1 '==0
check_id: check_id '==0
ECDSA_do_verify: ECDSA_do_verify '==0
OPENSSL_sk_insert: OPENSSL_sk_insert '==0
ENGINE_set_default_pkey_meths: ENGINE_set_default_pkey_meths emptyset
sk_SRP_user_pwd_new_null: sk_SRP_user_pwd_new_null <0
lstat: lstat <0
BIO_vsnprintf: BIO_vsnprintf <0
CRYPTO_THREAD_set_local: CRYPTO_THREAD_set_local '==0
make_addressRange: make_addressRange '==0
DSA_get0_priv_key: DSA_get0_priv_key emptyset
d2i_ocsp_nonce: d2i_ocsp_nonce '==0
fmtstr: fmtstr '==0
X509_VERIFY_PARAM_get_auth_level: X509_VERIFY_PARAM_get_auth_level emptyset
EVP_MD_meth_get_result_size: EVP_MD_meth_get_result_size emptyset
ecx_priv_decode: ecx_priv_decode '==0
EC_KEY_key2buf: EC_KEY_key2buf '==0
X509v3_addr_add_prefix: X509v3_addr_add_prefix '==0
nbiof_write: nbiof_write <=0
ENGINE_init: ENGINE_init <=0
ec_group_do_inverse_ord: ec_group_do_inverse_ord <=0
CMS_RecipientInfo_set0_password: CMS_RecipientInfo_set0_password '==0
get_error_values: get_error_values '==0
aesni_ocb_init_key: aesni_ocb_init_key '==0
rand_drbg_lock: rand_drbg_lock emptyset
ec_point_is_compat: ec_point_is_compat emptyset
rsa_ossl_finish: rsa_ossl_finish emptyset
CRYPTO_THREAD_get_current_id: CRYPTO_THREAD_get_current_id emptyset
EVP_PKEY_verify_recover: EVP_PKEY_verify_recover <0
EC_POINT_point2buf: EC_POINT_point2buf '==0
EVP_CIPHER_CTX_set_cipher_data: EVP_CIPHER_CTX_set_cipher_data emptyset
asn1_item_print_ctx: asn1_item_print_ctx '==0
dlopen: dlopen '==0
DSO_load: DSO_load <=0
ocsp_add1_nonce: ocsp_add1_nonce '==0
pkey_cmac_ctrl: pkey_cmac_ctrl <=0
EVP_aes_256_cbc_hmac_sha256: EVP_aes_256_cbc_hmac_sha256 emptyset
int_engine_init: int_engine_init '==0
ec_field_inverse_mod_ord: ec_field_inverse_mod_ord '==0
RAND_load_file: RAND_load_file '==0
i2r_ocsp_crlid: i2r_ocsp_crlid '==0
EVP_sm3: EVP_sm3 emptyset
CMAC_Update: CMAC_Update '==0
pthread_once: pthread_once '==0
table_cmp: table_cmp emptyset
dup: dup <0
TS_STATUS_INFO_get0_status: TS_STATUS_INFO_get0_status emptyset
ASN1_ITEM_get: ASN1_ITEM_get emptyset
clock_gettime: clock_gettime <0
sk_ESS_CERT_ID_push: sk_ESS_CERT_ID_push <=0
ENGINE_set_ciphers: ENGINE_set_ciphers emptyset
ECDSA_size: ECDSA_size '==0
EVP_PKEY_derive_set_peer: EVP_PKEY_derive_set_peer <=0
EVP_PKEY_copy_parameters: EVP_PKEY_copy_parameters '==0
aria_gcm_init_key: aria_gcm_init_key '==0
EVP_MD_meth_get_init: EVP_MD_meth_get_init emptyset
BN_POOL_get: BN_POOL_get <=0
X509_CRL_set_version: X509_CRL_set_version '==0
file_read: file_read <0
X509V3_EXT_i2d: X509V3_EXT_i2d emptyset
aesni_set_decrypt_key: aesni_set_decrypt_key >=0
RSA_meth_set_priv_dec: RSA_meth_set_priv_dec emptyset
witness: witness <=0
ENGINE_register_digests: ENGINE_register_digests '==0
closedir: closedir <0
EVP_MD_meth_set_input_blocksize: EVP_MD_meth_set_input_blocksize emptyset
listen: listen <0
EVP_CIPHER_nid: EVP_CIPHER_nid emptyset
RSA_set0_key: RSA_set0_key '==0
stat: stat <0
ctr_df: ctr_df '==0
pkey_rsa_keygen: pkey_rsa_keygen <=0
PKCS7_content_new: PKCS7_content_new '==0
ossl_ctype_check: ossl_ctype_check emptyset
cms_RecipientInfo_kari_init: cms_RecipientInfo_kari_init '==0
get_header_and_data: get_header_and_data '==0
EVP_CIPHER_CTX_block_size: EVP_CIPHER_CTX_block_size emptyset
PKCS5_v2_PBE_keyivgen: PKCS5_v2_PBE_keyivgen <=0
cpy_univ: cpy_univ emptyset
asn1_bio_free: asn1_bio_free emptyset
X509_REVOKED_set_serialNumber: X509_REVOKED_set_serialNumber '==0
strcmp: strcmp '==0
DH_bits: DH_bits emptyset
chmod: chmod <0
ASN1_ITEM_lookup: ASN1_ITEM_lookup emptyset
X509_get_default_cert_dir: X509_get_default_cert_dir emptyset
OPENSSL_LH_new: OPENSSL_LH_new <=0
BN_is_negative: BN_is_negative emptyset
EC_GROUP_cmp: EC_GROUP_cmp >0
BIO_write_ex: BIO_write_ex '==0
general_allocate_prompt: general_allocate_prompt >0
i2r_ocsp_acutoff: i2r_ocsp_acutoff '==0
encode_pkcs1: encode_pkcs1 '==0
ec_GFp_simple_point2oct: ec_GFp_simple_point2oct <=0
EVP_PKEY_derive_init: EVP_PKEY_derive_init <=0
drbg_setup: drbg_setup '==0
recode_wnaf: recode_wnaf emptyset
pkey_sm2_sign: pkey_sm2_sign <0
ossl_init_get_thread_local: ossl_init_get_thread_local emptyset
RSA_up_ref: RSA_up_ref <=0
connect: connect <0
ERR_load_BN_strings: ERR_load_BN_strings emptyset
CTLOG_STORE_new: CTLOG_STORE_new '==0
i2r_idp: i2r_idp emptyset
EC_POINT_copy: EC_POINT_copy <=0
CRYPTO_secure_actual_size: CRYPTO_secure_actual_size emptyset
mem_write: mem_write <=0
ec_cmp_parameters: ec_cmp_parameters <0
fcntl: fcntl <0
X509_PUBKEY_get0_param: X509_PUBKEY_get0_param emptyset
md_callback_ctrl: md_callback_ctrl '==0
fstat: fstat <=0
ossl_store_unregister_loader_int: ossl_store_unregister_loader_int emptyset
desx_cbc_init_key: desx_cbc_init_key emptyset
sk_BIO_push: sk_BIO_push <0
X509_REQ_print_ex: X509_REQ_print_ex '==0
fmtfp: fmtfp '==0
conn_write: conn_write <=0
pthread_key_create: pthread_key_create '==0
RAND_DRBG_uninstantiate: RAND_DRBG_uninstantiate '==0
pkey_sm2_digest_custom: pkey_sm2_digest_custom '==0
X509_STORE_CTX_get_cert_crl: X509_STORE_CTX_get_cert_crl emptyset
ENGINE_ctrl: ENGINE_ctrl <=0
BN_BLINDING_get_flags: BN_BLINDING_get_flags emptyset
getaddrinfo: getaddrinfo >0
ECDH_KDF_X9_62: ECDH_KDF_X9_62 '==0
RAND_DRBG_generate: RAND_DRBG_generate '==0
sk_IPAddressFamily_new: sk_IPAddressFamily_new <0
ocsp_check_delegated: ocsp_check_delegated >0
EVP_aes_256_cbc_hmac_sha1: EVP_aes_256_cbc_hmac_sha1 emptyset
BIO_sock_non_fatal_error: BIO_sock_non_fatal_error '==0
openssl_destroy: openssl_destroy emptyset
dh_bits: dh_bits emptyset
BUF_MEM_grow_clean: BUF_MEM_grow_clean <=0
ENGINE_get_RSA: ENGINE_get_RSA emptyset
BIO_write: BIO_write <=0
shutdown: shutdown <0
RSA_meth_get0_name: RSA_meth_get0_name emptyset
file_gets: file_gets <=0
EVP_sha384: EVP_sha384 emptyset
EVP_PKEY_CTX_new: EVP_PKEY_CTX_new <=0
ERR_load_EC_strings: ERR_load_EC_strings emptyset
_asn1_check_infinite_end: _asn1_check_infinite_end '==0
CMS_add0_crl: CMS_add0_crl '==0
OBJ_nid2obj: OBJ_nid2obj <0
CTLOG_get0_name: CTLOG_get0_name emptyset
PEM_read_bio_PrivateKey: PEM_read_bio_PrivateKey <=0
ASN1_tag2bit: ASN1_tag2bit '==0
fseek: fseek <0
ASN1_SCTX_get_app_data: ASN1_SCTX_get_app_data emptyset
times: times <0
sk_SRP_user_pwd_insert: sk_SRP_user_pwd_insert <=0
getentropy: getentropy <0
pitem_new: pitem_new <=0
CMS_dataFinal: CMS_dataFinal '==0
chacha_init_key: chacha_init_key emptyset
ecx_get_priv_key: ecx_get_priv_key '==0
RSA_meth_get_multi_prime_keygen: RSA_meth_get_multi_prime_keygen emptyset
ECPKParameters_print: ECPKParameters_print '==0
cms_RecipientInfo_ktri_init: cms_RecipientInfo_ktri_init '==0
BIO_ADDRINFO_sockaddr_size: BIO_ADDRINFO_sockaddr_size '==0
asn1_get_int64: asn1_get_int64 '==0
roundv: roundv emptyset
rc2_get_asn1_type_and_iv: rc2_get_asn1_type_and_iv <0
BN_get0_nist_prime_521: BN_get0_nist_prime_521 emptyset
EVP_sha512: EVP_sha512 emptyset
OPENSSL_sk_new_reserve: OPENSSL_sk_new_reserve '==0
recvfrom: recvfrom <0
X509_STORE_CTX_get0_param: X509_STORE_CTX_get0_param emptyset
EVP_DigestInit_ex: EVP_DigestInit_ex <=0
sigaction: sigaction <0
OSSL_STORE_register_loader: OSSL_STORE_register_loader '==0
stbl_module_init: stbl_module_init '==0
unsup_alg: unsup_alg emptyset
DH_set_method: DH_set_method emptyset
X509_NAME_ENTRY_get_object: X509_NAME_ENTRY_get_object emptyset
ECDH_compute_key: ECDH_compute_key <=0
UTF8_getc: UTF8_getc <0
bio_nwrite0: bio_nwrite0 <0
aesni_set_encrypt_key: aesni_set_encrypt_key >=0
bind: bind <0
X448: X448 '==0
dsa_param_print: dsa_param_print emptyset
ASN1_PCTX_get_nm_flags: ASN1_PCTX_get_nm_flags emptyset
X509_STORE_get_verify: X509_STORE_get_verify emptyset
drbg_ctr_reseed: drbg_ctr_reseed '==0
ec_GF2m_simple_point_set_to_infinity: ec_GF2m_simple_point_set_to_infinity emptyset
make_IPAddressFamily: make_IPAddressFamily <0
X509_TRUST_add: X509_TRUST_add '==0
EVP_MD_meth_get_update: EVP_MD_meth_get_update emptyset
DSO_ctrl: DSO_ctrl <0
RSA_padding_check_none: RSA_padding_check_none <0
bio_make_pair: bio_make_pair '==0
X509_LOOKUP_meth_get_init: X509_LOOKUP_meth_get_init emptyset
ec_GFp_mont_field_sqr: ec_GFp_mont_field_sqr '==0
X509_STORE_CTX_get_num_untrusted: X509_STORE_CTX_get_num_untrusted emptyset
negative: negative '==0
test_str_ne: test_str_ne '==0
TS_RESP_CTX_add_policy: TS_RESP_CTX_add_policy '==0
EVP_PKEY_verify_init: EVP_PKEY_verify_init <=0
EVP_PBE_CipherInit: EVP_PBE_CipherInit '==0
BN_to_ASN1_INTEGER: BN_to_ASN1_INTEGER <=0
readdir: readdir '==0
displaytext_get_tag_len: displaytext_get_tag_len <0
EVP_Digest: EVP_Digest '==0
null_gets: null_gets emptyset
getnameinfo: getnameinfo >0
CRYPTO_malloc: CRYPTO_malloc >0
RSA_security_bits: RSA_security_bits '==0
ec_GF2m_simple_ladder_post: ec_GF2m_simple_ladder_post <=0
dlsym: dlsym '==0
unlink: unlink <0
CRYPTO_gcm128_new: CRYPTO_gcm128_new '==0
EVP_sha512_256: EVP_sha512_256 emptyset
EC_POINTs_make_affine: EC_POINTs_make_affine '==0
pkcs7_encode_rinfo: pkcs7_encode_rinfo >0
pkey_rsa_decrypt: pkey_rsa_decrypt <0
EVP_PKEY_new_raw_private_key: EVP_PKEY_new_raw_private_key '==0
BN_bn2lebinpad: BN_bn2lebinpad <0
do_tcreate: do_tcreate >0
RSA_meth_set_priv_enc: RSA_meth_set_priv_enc emptyset
BIO_f_buffer: BIO_f_buffer emptyset
TS_ACCURACY_get_seconds: TS_ACCURACY_get_seconds emptyset
munmap: munmap <0
BIO_new_connect: BIO_new_connect emptyset
PKCS7_stream: PKCS7_stream emptyset
asn1_print_oid: asn1_print_oid '==0
lseek: lseek <0
ctr_BCC_block: ctr_BCC_block '==0
OCSP_RESPONSE_print: OCSP_RESPONSE_print '==0
mem_buf_sync: mem_buf_sync emptyset
CMS_get0_content: CMS_get0_content emptyset
sk_SRP_gN_insert: sk_SRP_gN_insert <=0
DSA_meth_get_flags: DSA_meth_get_flags emptyset
pthread_rwlock_wrlock: pthread_rwlock_wrlock '==0
CMS_get0_eContentType: CMS_get0_eContentType emptyset
WPACKET_finish: WPACKET_finish '==0
sk_CONF_IMODULE_push: sk_CONF_IMODULE_push <=0
CRYPTO_THREAD_write_lock: CRYPTO_THREAD_write_lock '==0
EVP_chacha20_poly1305: EVP_chacha20_poly1305 emptyset
tcgetattr: tcgetattr <0
fmtint: fmtint '==0
dsa_finish: dsa_finish emptyset
EVP_CIPHER_block_size: EVP_CIPHER_block_size emptyset
EVP_PKEY_get0_asn1: EVP_PKEY_get0_asn1 emptyset
ec_GF2m_simple_point_init: ec_GF2m_simple_point_init '==0
uint64_i2c: uint64_i2c <0
fileno: fileno <0
i2d_ASN1_OBJECT: i2d_ASN1_OBJECT '==0
bnrand_range: bnrand_range '==0
X509V3_get_string: X509V3_get_string >0
EVP_md5_sha1: EVP_md5_sha1 emptyset
RSA_padding_add_PKCS1_type_1: RSA_padding_add_PKCS1_type_1 '==0
EC_GROUP_get_degree: EC_GROUP_get_degree '==0
generate_v3: generate_v3 <0
EC_POINT_get_affine_coordinates: EC_POINT_get_affine_coordinates <=0
srp_Calc_xy: srp_Calc_xy <0
rename: rename <0
strncpy: strncpy '==0
ASN1_item_pack: ASN1_item_pack <=0
ED25519_verify: ED25519_verify '==0
BN_mod_sqr: BN_mod_sqr '==0
ENGINE_set_DSA: ENGINE_set_DSA emptyset
ossl_init_thread_start: ossl_init_thread_start '==0
ok_read: ok_read '==0
BN_mask_bits: BN_mask_bits '==0
BN_mod_lshift_quick: BN_mod_lshift_quick '==0
ASN1_TYPE_get_int_octetstring: ASN1_TYPE_get_int_octetstring <0
EVP_MD_meth_set_app_datasize: EVP_MD_meth_set_app_datasize emptyset
pem_bytes_read_bio_flags: pem_bytes_read_bio_flags '==0
ocb_finish: ocb_finish <0
CTLOG_STORE_get0_log_by_id: CTLOG_STORE_get0_log_by_id emptyset
openssl_load_privkey: openssl_load_privkey '==0
curve448_point_valid: curve448_point_valid emptyset
tls1_final_finish_mac: tls1_final_finish_mac '==0
SCT_set_signature_nid: SCT_set_signature_nid '==0
RSA_X931_hash_id: RSA_X931_hash_id <0
BN_mod_inverse_no_branch: BN_mod_inverse_no_branch >0
d2i_PKCS8PrivateKey_bio: d2i_PKCS8PrivateKey_bio emptyset
EVP_DigestFinal_ex: EVP_DigestFinal_ex <=0
ASYNC_WAIT_CTX_get_all_fds: ASYNC_WAIT_CTX_get_all_fds emptyset
X509_CRL_get_meth_data: X509_CRL_get_meth_data emptyset
read: read <0
UI_get_result_minsize: UI_get_result_minsize <0
pkey_dh_keygen: pkey_dh_keygen '==0
BN_mod_exp: BN_mod_exp <=0
SHA512: SHA512 emptyset
EVP_EncryptFinal_ex: EVP_EncryptFinal_ex <=0
ec_GF2m_simple_make_affine: ec_GF2m_simple_make_affine '==0
dane_match: dane_match <0
EVP_PKEY_decrypt: EVP_PKEY_decrypt <=0
ERR_load_ERR_strings: ERR_load_ERR_strings '==0
dgram_ctrl: dgram_ctrl <=0
cms_RecipientInfo_kari_encrypt: cms_RecipientInfo_kari_encrypt '==0
X509_find_by_issuer_and_serial: X509_find_by_issuer_and_serial emptyset
PKCS7_add1_attrib_digest: PKCS7_add1_attrib_digest '==0
NCONF_get_string: NCONF_get_string '==0
v2i_ASN1_BIT_STRING: v2i_ASN1_BIT_STRING emptyset
ecd_ctrl: ecd_ctrl <0
dsa_pkey_ctrl: dsa_pkey_ctrl <0
pthread_rwlock_init: pthread_rwlock_init '==0
TS_RESP_print_bio: TS_RESP_print_bio emptyset
sendmsg: sendmsg <0
bn_add_words: bn_add_words '==0
TS_TST_INFO_get_serial: TS_TST_INFO_get_serial emptyset
ossl_strchr: ossl_strchr emptyset
ENGINE_free: ENGINE_free emptyset
RAND_DRBG_get0_private: RAND_DRBG_get0_private '==0
MOD_EXP_CTIME_COPY_TO_PREBUF: MOD_EXP_CTIME_COPY_TO_PREBUF emptyset
EC_POINT_mul: EC_POINT_mul <=0
UI_method_set_flusher: UI_method_set_flusher '==0
rand_drbg_enable_locking: rand_drbg_enable_locking '==0
ERR_load_ASYNC_strings: ERR_load_ASYNC_strings emptyset
EVP_MD_meth_new: EVP_MD_meth_new '==0
acpt_write: acpt_write <=0
ec_GF2m_simple_is_on_curve: ec_GF2m_simple_is_on_curve <0
CRYPTO_realloc: CRYPTO_realloc <0
CMS_RecipientEncryptedKey_cert_cmp: CMS_RecipientEncryptedKey_cert_cmp '==0
gf_deserialize: gf_deserialize <0
X509_ATTRIBUTE_get0_object: X509_ATTRIBUTE_get0_object emptyset
pkey_pss_init: pkey_pss_init '==0
i2a_ASN1_STRING: i2a_ASN1_STRING <0
realloc: realloc '==0
internal_find: internal_find <0
CRYPTO_atomic_add: CRYPTO_atomic_add emptyset
OPENSSL_sk_num: OPENSSL_sk_num <0
print_nc_ipadd: print_nc_ipadd emptyset
sk_void_new_null: sk_void_new_null '==0
pipe: pipe <0
RSA_public_decrypt: RSA_public_decrypt <=0
b2i_dss: b2i_dss <=0
X509at_get0_data_by_OBJ: X509at_get0_data_by_OBJ <0
waitpid: waitpid <0
sendto: sendto <0
int_table_check: int_table_check '==0
ENGINE_register_pkey_meths: ENGINE_register_pkey_meths '==0
pkey_rsa_copy: pkey_rsa_copy '==0
EVP_MD_meth_set_update: EVP_MD_meth_set_update emptyset
EVP_DecodeFinal: EVP_DecodeFinal <0
EC_KEY_get0_group: EC_KEY_get0_group emptyset
expand: expand '==0
parse_http_line1: parse_http_line1 '==0
X509_up_ref: X509_up_ref <=0
EVP_CIPHER_meth_set_flags: EVP_CIPHER_meth_set_flags emptyset
module_run: module_run <0
ENGINE_set_destroy_function: ENGINE_set_destroy_function emptyset
strdup: strdup <=0
ctr_BCC_blocks: ctr_BCC_blocks '==0
CONF_module_add: CONF_module_add '==0
EVP_md5: EVP_md5 emptyset
SSL_CIPHER_get_cipher_nid: SSL_CIPHER_get_cipher_nid '==0
dlfcn_merger: dlfcn_merger <0
BIO_ctrl: BIO_ctrl <0
BN_rand: BN_rand '==0
int_def_cb: int_def_cb emptyset
pkey_rsa_sign: pkey_rsa_sign <=0
ASN1_object_size: ASN1_object_size <0
CRYPTO_clear_realloc: CRYPTO_clear_realloc >0
EVP_PKEY_new_raw_public_key: EVP_PKEY_new_raw_public_key emptyset
get_random_device: get_random_device <=0
sk_CONF_MODULE_new_null: sk_CONF_MODULE_new_null <=0
file_free: file_free emptyset
RAND_bytes: RAND_bytes <=0
OPENSSL_sk_value: OPENSSL_sk_value emptyset
X509_EXTENSION_create_by_OBJ: X509_EXTENSION_create_by_OBJ '==0
ENGINE_set_init_function: ENGINE_set_init_function emptyset
BN_GF2m_poly2arr: BN_GF2m_poly2arr >=0
EVP_PKEY_meth_new: EVP_PKEY_meth_new '==0
ENGINE_set_RSA: ENGINE_set_RSA emptyset
bn_expand: bn_expand <=0
asn1_primitive_new: asn1_primitive_new '==0
asn1_bio_flush_ex: asn1_bio_flush_ex <=0
BN_mul: BN_mul '==0
DSO_merge: DSO_merge emptyset
pkey_siphash_copy: pkey_siphash_copy '==0
i2r_NAME_CONSTRAINTS: i2r_NAME_CONSTRAINTS emptyset
X509V3_EXT_print_fp: X509V3_EXT_print_fp '==0
EC_KEY_generate_key: EC_KEY_generate_key '==0
fopen: fopen '==0
aes_wrap_keylen: aes_wrap_keylen '==0
